epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
26,728.089,0.34011,0.25827,0.82465,0.76612,0.68622,0.73866,0.51123,1.25434,1.30255,1.38506,0.0007525,0.0007525,0.0007525
27,755.296,0.34098,0.25683,0.82595,0.74842,0.72409,0.75592,0.53675,1.25343,1.11956,1.40548,0.0007426,0.0007426,0.0007426
28,780.049,0.33514,0.25548,0.82131,0.68766,0.80059,0.7658,0.52851,1.25914,1.22974,1.39983,0.0007327,0.0007327,0.0007327
29,801.258,0.33216,0.25438,0.82278,0.76453,0.69208,0.75116,0.52733,1.23999,1.27047,1.3856,0.0007228,0.0007228,0.0007228
30,821.415,0.33113,0.24832,0.82338,0.71608,0.75442,0.75522,0.5263,1.2758,1.10749,1.4321,0.0007129,0.0007129,0.0007129
31,840.839,0.33978,0.25894,0.82543,0.75052,0.72434,0.76176,0.5223,1.2566,1.20008,1.36795,0.000703,0.000703,0.000703
32,864.937,0.31796,0.24784,0.82111,0.6507,0.67742,0.67787,0.47993,1.24381,1.73848,1.35529,0.0006931,0.0006931,0.0006931
33,889.124,0.31811,0.24693,0.82169,0.64035,0.64223,0.65494,0.45898,1.30261,1.80392,1.41534,0.0006832,0.0006832,0.0006832
34,913.153,0.31706,0.24606,0.82034,0.69372,0.77713,0.75046,0.51764,1.2524,1.42147,1.39026,0.0006733,0.0006733,0.0006733
35,937.018,0.31451,0.2452,0.81924,0.6416,0.75073,0.69141,0.48775,1.2723,1.30738,1.41161,0.0006634,0.0006634,0.0006634
36,955.099,0.32437,0.24751,0.82369,0.68334,0.63343,0.63051,0.41741,1.44191,1.31043,1.50899,0.0006535,0.0006535,0.0006535
37,976.015,0.33033,0.25176,0.82058,0.62745,0.28152,0.4597,0.31133,1.74453,4.661,1.59641,0.0006436,0.0006436,0.0006436
38,999.041,0.30466,0.24135,0.81595,0.68542,0.78592,0.73833,0.50972,1.25974,1.28883,1.34961,0.0006337,0.0006337,0.0006337
39,1021.23,0.31305,0.24487,0.81999,0.76986,0.66569,0.72495,0.5013,1.26647,1.30735,1.37419,0.0006238,0.0006238,0.0006238
40,1042.91,0.31199,0.24082,0.81997,0.75126,0.71261,0.73799,0.51998,1.23253,1.21931,1.38395,0.0006139,0.0006139,0.0006139
41,1064.08,0.31073,0.24029,0.8173,0.74287,0.69475,0.7349,0.51588,1.25659,1.31653,1.37898,0.000604,0.000604,0.000604
42,1089.22,0.31625,0.2409,0.82092,0.7573,0.71373,0.74561,0.52072,1.26322,1.22503,1.39684,0.0005941,0.0005941,0.0005941
43,1113.89,0.30321,0.23484,0.81865,0.70341,0.78592,0.7455,0.53003,1.23804,1.19307,1.36598,0.0005842,0.0005842,0.0005842
44,1133.94,0.30217,0.23538,0.81778,0.67669,0.79179,0.75641,0.54589,1.18763,1.23667,1.32388,0.0005743,0.0005743,0.0005743
45,1162.21,0.30482,0.23692,0.8183,0.65714,0.40469,0.538,0.34697,1.603,2.76737,1.5256,0.0005644,0.0005644,0.0005644
46,1184.7,0.29856,0.23427,0.81483,0.66492,0.74487,0.70758,0.48024,1.34725,1.3455,1.48883,0.0005545,0.0005545,0.0005545
47,1211.6,0.30259,0.23497,0.81624,0.74717,0.75395,0.74814,0.52476,1.24349,1.23697,1.39467,0.0005446,0.0005446,0.0005446
48,1239.91,0.29933,0.23334,0.81709,0.77372,0.70968,0.74711,0.53114,1.24148,1.22832,1.39322,0.0005347,0.0005347,0.0005347
49,1261.04,0.29557,0.23043,0.81699,0.77329,0.69019,0.74395,0.52537,1.23783,1.26261,1.36921,0.0005248,0.0005248,0.0005248
50,1288.25,0.29366,0.23187,0.81567,0.75782,0.68915,0.72902,0.51265,1.20499,1.30915,1.33056,0.0005149,0.0005149,0.0005149
51,1317.01,0.30119,0.23512,0.81764,0.71662,0.77126,0.75553,0.52584,1.23306,1.2917,1.37245,0.000505,0.000505,0.000505
52,1347.09,0.29973,0.23276,0.81883,0.76316,0.70968,0.75377,0.53124,1.23782,1.28212,1.42253,0.0004951,0.0004951,0.0004951
53,1376,0.29086,0.22743,0.81634,0.70774,0.72434,0.7255,0.50654,1.25124,1.63684,1.37905,0.0004852,0.0004852,0.0004852
54,1402.37,0.30332,0.2351,0.81566,0.72254,0.73314,0.7368,0.53,1.2012,1.54719,1.36972,0.0004753,0.0004753,0.0004753
55,1432.47,0.29582,0.22749,0.81687,0.68766,0.76833,0.73181,0.51394,1.25271,1.36602,1.40981,0.0004654,0.0004654,0.0004654
56,1460.88,0.29018,0.22705,0.81717,0.69351,0.78299,0.74774,0.51666,1.25987,1.27369,1.38951,0.0004555,0.0004555,0.0004555
57,1490.76,0.29407,0.23007,0.81501,0.70449,0.78299,0.75377,0.52859,1.21871,1.19191,1.37819,0.0004456,0.0004456,0.0004456
58,1518.68,0.28927,0.22624,0.8122,0.70933,0.78006,0.74604,0.53638,1.19246,1.35123,1.31899,0.0004357,0.0004357,0.0004357
59,1545.01,0.28851,0.22654,0.81641,0.69291,0.77419,0.74207,0.53486,1.19059,1.29164,1.3449,0.0004258,0.0004258,0.0004258
60,1571.61,0.29372,0.23053,0.81425,0.73497,0.78886,0.76742,0.54183,1.25407,1.34401,1.37209,0.0004159,0.0004159,0.0004159
61,1596.39,0.28866,0.22614,0.81261,0.70976,0.78886,0.76246,0.53316,1.24403,1.25202,1.38158,0.000406,0.000406,0.000406
62,1620.14,0.2859,0.22473,0.81572,0.72678,0.78006,0.75489,0.531,1.24081,1.33598,1.38118,0.0003961,0.0003961,0.0003961
63,1650.52,0.29206,0.22695,0.81518,0.7095,0.74487,0.7357,0.52716,1.22223,1.43838,1.33603,0.0003862,0.0003862,0.0003862
64,1680.74,0.2885,0.22567,0.81565,0.69086,0.75367,0.73232,0.52353,1.22834,1.42766,1.35847,0.0003763,0.0003763,0.0003763
65,1715.55,0.28681,0.22423,0.81722,0.70889,0.77126,0.7498,0.53034,1.24033,1.33815,1.37487,0.0003664,0.0003664,0.0003664
66,1744.54,0.28751,0.22453,0.81259,0.73988,0.75073,0.75013,0.53958,1.21178,1.38403,1.35481,0.0003565,0.0003565,0.0003565
67,1766.67,0.28579,0.22405,0.81417,0.69945,0.75073,0.73446,0.52526,1.22454,1.33285,1.3625,0.0003466,0.0003466,0.0003466
68,1791.28,0.28696,0.22539,0.81707,0.77377,0.73222,0.76297,0.54372,1.23299,1.27067,1.36633,0.0003367,0.0003367,0.0003367
69,1815.78,0.28238,0.22196,0.81228,0.7035,0.7654,0.74576,0.53038,1.24401,1.37905,1.34909,0.0003268,0.0003268,0.0003268
70,1842.37,0.29017,0.2263,0.81599,0.70081,0.76246,0.74077,0.53251,1.20206,1.28841,1.34838,0.0003169,0.0003169,0.0003169
71,1870.56,0.28314,0.22394,0.81487,0.71391,0.79765,0.76753,0.54277,1.22093,1.20526,1.37102,0.000307,0.000307,0.000307
72,1899.99,0.28362,0.2246,0.81466,0.70317,0.71554,0.74188,0.52043,1.25038,1.50817,1.36765,0.0002971,0.0002971,0.0002971
73,1929.4,0.27543,0.21715,0.81422,0.71703,0.7654,0.75054,0.53758,1.20704,1.39587,1.36087,0.0002872,0.0002872,0.0002872
74,1953.87,0.28551,0.22516,0.81666,0.69459,0.75367,0.74428,0.52396,1.22379,1.39002,1.36577,0.0002773,0.0002773,0.0002773
75,1985.71,0.27834,0.22185,0.81611,0.78794,0.68646,0.745,0.53464,1.22158,1.38081,1.37049,0.0002674,0.0002674,0.0002674
76,2021.09,0.28398,0.22242,0.81721,0.77668,0.67155,0.74544,0.52988,1.23448,1.31176,1.37341,0.0002575,0.0002575,0.0002575
77,2054.35,0.28039,0.22069,0.81478,0.77475,0.69599,0.74883,0.53133,1.24827,1.26641,1.39442,0.0002476,0.0002476,0.0002476
78,2101.89,0.27815,0.2178,0.8127,0.78111,0.70381,0.75611,0.53925,1.22482,1.27683,1.36328,0.0002377,0.0002377,0.0002377
79,2147.02,0.28642,0.2237,0.81676,0.77273,0.68328,0.74772,0.5315,1.22227,1.33751,1.36996,0.0002278,0.0002278,0.0002278
80,2185.44,0.27242,0.21646,0.81748,0.79418,0.67892,0.75602,0.54032,1.20905,1.33526,1.3525,0.0002179,0.0002179,0.0002179
81,2223.91,0.27852,0.21872,0.81347,0.78946,0.69501,0.74911,0.52918,1.2246,1.30335,1.36842,0.000208,0.000208,0.000208
82,2256.04,0.27987,0.21856,0.81078,0.67016,0.75073,0.74239,0.5261,1.23533,1.34602,1.36477,0.0001981,0.0001981,0.0001981
83,2283.86,0.27618,0.21765,0.814,0.69681,0.76833,0.75172,0.53607,1.21613,1.39213,1.35881,0.0001882,0.0001882,0.0001882
84,2314.27,0.27169,0.21538,0.8127,0.68286,0.78299,0.75925,0.53375,1.2369,1.33343,1.37794,0.0001783,0.0001783,0.0001783
85,2343.33,0.27773,0.21865,0.81535,0.78766,0.68328,0.7501,0.53571,1.22074,1.35981,1.37696,0.0001684,0.0001684,0.0001684
86,2371.41,0.27162,0.21518,0.81121,0.7018,0.80059,0.77074,0.5473,1.21725,1.23777,1.37201,0.0001585,0.0001585,0.0001585
87,2403.9,0.27417,0.21773,0.81554,0.71768,0.79765,0.77704,0.54386,1.20927,1.26762,1.36517,0.0001486,0.0001486,0.0001486
88,2423.59,0.26913,0.2135,0.81475,0.71698,0.78006,0.76503,0.54296,1.21999,1.32144,1.38051,0.0001387,0.0001387,0.0001387
89,2459.85,0.2624,0.21119,0.81113,0.7881,0.70893,0.7653,0.54457,1.21507,1.30401,1.37137,0.0001288,0.0001288,0.0001288
90,2495.98,0.27535,0.21952,0.81399,0.79082,0.70956,0.77238,0.54526,1.21858,1.25382,1.36622,0.0001189,0.0001189,0.0001189
91,2675.87,0.22432,0.18665,0.78547,0.78545,0.71554,0.76152,0.53806,1.22167,1.21127,1.36761,0.000109,0.000109,0.000109
92,2707.33,0.20812,0.17601,0.78179,0.75604,0.74194,0.76453,0.53748,1.2228,1.2734,1.38173,9.91e-05,9.91e-05,9.91e-05
93,2739.83,0.19759,0.17143,0.7795,0.68782,0.79472,0.75566,0.53613,1.21328,1.29171,1.3741,8.92e-05,8.92e-05,8.92e-05
94,2769.49,0.1966,0.17029,0.78038,0.70543,0.80059,0.76536,0.54468,1.21833,1.2773,1.37348,7.93e-05,7.93e-05,7.93e-05
95,2798.39,0.19686,0.17155,0.77884,0.69543,0.80352,0.76358,0.53861,1.21816,1.28326,1.37887,6.94e-05,6.94e-05,6.94e-05
96,2835.68,0.19398,0.16789,0.77604,0.68687,0.79765,0.76071,0.53901,1.2214,1.26069,1.37515,5.95e-05,5.95e-05,5.95e-05
97,2866.47,0.18901,0.16592,0.77975,0.69152,0.78886,0.75887,0.53815,1.2199,1.31339,1.37013,4.96e-05,4.96e-05,4.96e-05
98,2892.39,0.1892,0.16677,0.77907,0.69211,0.77126,0.75242,0.53662,1.21142,1.34483,1.36992,3.97e-05,3.97e-05,3.97e-05
99,2921.71,0.1924,0.1687,0.78416,0.7043,0.76833,0.75436,0.53584,1.20526,1.36718,1.37001,2.98e-05,2.98e-05,2.98e-05
100,2948.73,0.18685,0.1654,0.77828,0.70321,0.77126,0.75496,0.53574,1.20916,1.36531,1.36894,1.99e-05,1.99e-05,1.99e-05
