epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,23.766,1.22987,3.18415,1.47355,0.04202,0.69444,0.36164,0.26586,1.45888,3.43743,1.63937,0.000209612,0.000209612,0.000209612
16,24.707,1.32363,3.1981,1.3892,0.03819,0.66667,0.34684,0.25012,1.56212,3.41535,1.68359,0.00021793,0.00021793,0.00021793
17,25.6813,1.24519,3.04571,1.42985,0.03117,0.66667,0.3492,0.2463,1.50887,3.39722,1.63405,0.000225456,0.000225456,0.000225456
18,26.6335,1.23269,3.06178,1.44917,0.02598,0.72222,0.36836,0.27853,1.46089,3.34799,1.56638,0.00023219,0.00023219,0.00023219
19,27.6119,1.21826,2.94013,1.45018,0.02442,0.75,0.37839,0.28186,1.41655,3.32743,1.4919,0.000238132,0.000238132,0.000238132
20,28.5753,1.17087,2.85476,1.36747,0.02372,0.75,0.37292,0.26977,1.34703,3.27496,1.43222,0.000243282,0.000243282,0.000243282
21,29.5561,1.19411,2.87644,1.351,0.02339,0.80556,0.34125,0.24952,1.29414,3.24537,1.42999,0.00024764,0.00024764,0.00024764
22,30.5811,1.14804,2.81197,1.24656,0.02266,0.80556,0.35146,0.23082,1.36844,3.24664,1.42375,0.000251206,0.000251206,0.000251206
23,32.1489,1.36901,2.84298,1.37892,0.022,0.83333,0.37119,0.23276,1.41075,3.22496,1.43339,0.00025398,0.00025398,0.00025398
24,34.4946,1.3713,2.85839,1.55553,0.02212,0.83333,0.32139,0.19246,1.48462,3.20181,1.48105,0.000255962,0.000255962,0.000255962
25,35.4858,1.46906,2.74994,1.68732,0.02023,0.80556,0.28967,0.16803,1.52478,3.17386,1.53963,0.000257152,0.000257152,0.000257152
26,36.4563,1.19006,2.70577,1.39529,0.01974,0.80556,0.35133,0.20451,1.4872,3.11996,1.54818,0.00025755,0.00025755,0.00025755
27,37.4398,1.16162,2.65623,1.31649,0.01974,0.80556,0.41229,0.2375,1.48303,3.02914,1.55979,0.000257156,0.000257156,0.000257156
28,38.438,1.173,2.46383,1.33841,0.01974,0.80556,0.41229,0.2375,1.48303,3.02914,1.55979,0.00025597,0.00025597,0.00025597
29,39.4365,1.09372,2.81494,1.2875,0.98813,0.07711,0.46206,0.2585,1.3601,2.95186,1.48568,0.000253992,0.000253992,0.000253992
30,40.5069,1.19467,2.44308,1.33935,1,0.08288,0.59406,0.32582,1.26747,2.85201,1.42716,0.000251222,0.000251222,0.000251222
31,41.4998,1.18906,2.44224,1.48345,1,0.08288,0.59406,0.32582,1.26747,2.85201,1.42716,0.00024766,0.00024766,0.00024766
32,42.5205,1.11829,2.47825,1.35139,1,0.09869,0.61112,0.37219,1.25465,2.78254,1.41829,0.000243306,0.000243306,0.000243306
33,43.5634,1.02098,2.34924,1.27046,1,0.16279,0.61342,0.41883,1.22215,2.7128,1.4265,0.00023816,0.00023816,0.00023816
34,44.5821,1.16835,2.84602,1.4168,1,0.16279,0.61342,0.41883,1.22215,2.7128,1.4265,0.000232222,0.000232222,0.000232222
35,45.5789,1.11611,2.32993,1.2204,1,0.17664,0.60915,0.40127,1.2428,2.69881,1.42874,0.000225492,0.000225492,0.000225492
36,46.5589,1.0586,2.21021,1.25457,1,0.18726,0.58239,0.37779,1.24768,2.67478,1.40843,0.00021797,0.00021797,0.00021797
37,47.5602,1.08352,2.2733,1.29324,1,0.18726,0.58239,0.37779,1.24768,2.67478,1.40843,0.000209656,0.000209656,0.000209656
38,48.5535,1.07572,2.21736,1.37485,0.98771,0.21922,0.55742,0.36542,1.23439,2.62569,1.40019,0.00020055,0.00020055,0.00020055
39,49.5821,1.10079,2.14471,1.21817,0.97806,0.22549,0.5954,0.38123,1.23714,2.54105,1.40075,0.000190652,0.000190652,0.000190652
40,50.557,0.96864,2.52948,1.18745,0.97806,0.22549,0.5954,0.38123,1.23714,2.54105,1.40075,0.000179962,0.000179962,0.000179962
41,173.833,1.09515,1.81067,1.44886,0.97275,0.26426,0.64721,0.41203,1.20257,2.45483,1.37593,0.00016848,0.00016848,0.00016848
42,174.831,0.97398,1.64368,1.26054,0.98007,0.32709,0.59516,0.39849,1.16971,2.33378,1.37926,0.000156206,0.000156206,0.000156206
43,175.771,0.95915,1.67044,1.238,0.98007,0.32709,0.59516,0.39849,1.16971,2.33378,1.37926,0.00014314,0.00014314,0.00014314
44,176.734,1.17749,1.99581,1.51253,0.97976,0.40242,0.60353,0.40198,1.19235,2.19268,1.37653,0.000129282,0.000129282,0.000129282
45,177.707,0.95867,1.69189,1.27485,0.97976,0.40242,0.60353,0.40198,1.19235,2.19268,1.37653,0.000114632,0.000114632,0.000114632
46,178.722,1.08588,1.68607,1.32117,0.9475,0.43158,0.58177,0.38518,1.17694,2.09567,1.34796,9.919e-05,9.919e-05,9.919e-05
47,179.69,0.96881,1.74311,1.28857,0.9475,0.43158,0.58177,0.38518,1.17694,2.09567,1.34796,8.2956e-05,8.2956e-05,8.2956e-05
48,180.732,0.79766,1.76713,1.16014,0.92912,0.44421,0.61323,0.39742,1.13118,2.02088,1.30375,6.593e-05,6.593e-05,6.593e-05
49,181.701,0.83173,1.57561,1.09184,0.92912,0.44421,0.61323,0.39742,1.13118,2.02088,1.30375,4.8112e-05,4.8112e-05,4.8112e-05
50,182.724,0.77231,1.64246,1.16307,0.94756,0.47018,0.6145,0.38596,1.14058,1.96128,1.31106,2.9502e-05,2.9502e-05,2.9502e-05
