epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
54,1340.7,0.85162,0.59065,0.96878,0.77075,0.83804,0.81979,0.54502,1.24059,0.88467,1.23435,0.0004753,0.0004753,0.0004753
55,1363.88,0.83026,0.5724,0.95853,0.74911,0.80645,0.80295,0.53428,1.23943,0.92317,1.2271,0.0004654,0.0004654,0.0004654
56,1385.09,0.81037,0.56134,0.95522,0.73137,0.79472,0.79084,0.5188,1.27473,0.9311,1.29585,0.0004555,0.0004555,0.0004555
57,1409.61,0.81834,0.57166,0.95801,0.75773,0.79797,0.8184,0.54549,1.22778,0.90375,1.21963,0.0004456,0.0004456,0.0004456
58,1427.99,0.80758,0.55864,0.94988,0.70726,0.75102,0.75569,0.48754,1.30933,1.06257,1.29969,0.0004357,0.0004357,0.0004357
59,1447.86,0.80879,0.56341,0.95494,0.75228,0.75698,0.78939,0.5378,1.22989,0.98408,1.23172,0.0004258,0.0004258,0.0004258
60,1467.98,0.79996,0.55406,0.94914,0.76241,0.76246,0.79207,0.53277,1.24113,1.01548,1.24906,0.0004159,0.0004159,0.0004159
61,1491.02,0.80872,0.55345,0.95128,0.73039,0.80645,0.80473,0.54303,1.21887,0.96786,1.21542,0.000406,0.000406,0.000406
62,1514.96,0.79395,0.54891,0.94783,0.75879,0.80938,0.79167,0.51994,1.2622,0.87582,1.28396,0.0003961,0.0003961,0.0003961
63,1541.33,0.79109,0.53932,0.94992,0.74656,0.75073,0.77372,0.51487,1.23673,0.9954,1.22587,0.0003862,0.0003862,0.0003862
64,1566.9,0.77094,0.52651,0.9463,0.7545,0.80645,0.78909,0.52606,1.2552,0.91802,1.23767,0.0003763,0.0003763,0.0003763
65,1588.67,0.75134,0.52657,0.93315,0.75965,0.74194,0.80307,0.5462,1.23902,0.99384,1.23908,0.0003664,0.0003664,0.0003664
66,1610.58,0.75053,0.51925,0.92365,0.70524,0.79286,0.7841,0.52927,1.2531,1.05795,1.24551,0.0003565,0.0003565,0.0003565
67,1635.1,0.7601,0.52028,0.93257,0.71636,0.81525,0.78554,0.52624,1.25937,1.01011,1.2702,0.0003466,0.0003466,0.0003466
68,1660.47,0.73578,0.50203,0.92825,0.80084,0.75469,0.78614,0.52267,1.23513,0.92442,1.25769,0.0003367,0.0003367,0.0003367
69,1685.01,0.72989,0.49545,0.91948,0.76654,0.75104,0.77818,0.52494,1.21839,1.00514,1.23902,0.0003268,0.0003268,0.0003268
70,1712.69,0.72271,0.49846,0.92665,0.76672,0.80059,0.8038,0.54388,1.23557,0.94286,1.27349,0.0003169,0.0003169,0.0003169
71,1733.67,0.7262,0.49947,0.9259,0.75344,0.79472,0.79828,0.53304,1.24756,0.94112,1.27389,0.000307,0.000307,0.000307
72,1755.13,0.70816,0.48821,0.92005,0.74846,0.81152,0.80053,0.54464,1.21269,0.94343,1.22232,0.0002971,0.0002971,0.0002971
73,1774.66,0.69683,0.48312,0.91577,0.77362,0.81818,0.80703,0.54277,1.24859,0.88813,1.234,0.0002872,0.0002872,0.0002872
74,1794.69,0.69082,0.48336,0.91618,0.79789,0.76412,0.80288,0.54296,1.22329,0.96418,1.23751,0.0002773,0.0002773,0.0002773
75,1816.68,0.69806,0.4839,0.92267,0.79947,0.77162,0.80878,0.55276,1.21228,0.93782,1.23056,0.0002674,0.0002674,0.0002674
76,1841.68,0.67551,0.47723,0.9111,0.76362,0.81232,0.82257,0.55505,1.23333,0.90963,1.23276,0.0002575,0.0002575,0.0002575
77,1863.51,0.67173,0.47065,0.90913,0.73123,0.80645,0.79396,0.53808,1.24611,0.95175,1.24535,0.0002476,0.0002476,0.0002476
78,1882.21,0.67905,0.46226,0.90731,0.70134,0.81525,0.78362,0.52197,1.2876,1.03638,1.288,0.0002377,0.0002377,0.0002377
79,1906.42,0.66338,0.4595,0.91002,0.7532,0.78757,0.79817,0.5351,1.26647,0.97877,1.27951,0.0002278,0.0002278,0.0002278
80,1929.56,0.6491,0.46015,0.91066,0.77456,0.80603,0.82034,0.55929,1.2531,0.92088,1.24913,0.0002179,0.0002179,0.0002179
81,1951.03,0.66193,0.45834,0.90614,0.78755,0.77184,0.82091,0.55795,1.25308,0.90324,1.28716,0.000208,0.000208,0.000208
82,1974.44,0.65388,0.45324,0.90161,0.75942,0.76832,0.79817,0.53987,1.27511,0.99108,1.2926,0.0001981,0.0001981,0.0001981
83,1998.86,0.64603,0.45113,0.90089,0.77716,0.7568,0.81024,0.54696,1.26455,1.00152,1.25179,0.0001882,0.0001882,0.0001882
84,2026.21,0.63255,0.44279,0.90057,0.78823,0.77126,0.80757,0.54075,1.28834,0.99769,1.27208,0.0001783,0.0001783,0.0001783
85,2044.45,0.63135,0.44243,0.90012,0.74985,0.80938,0.80828,0.54548,1.24812,1.00069,1.25009,0.0001684,0.0001684,0.0001684
86,2065.44,0.6291,0.43806,0.89381,0.73929,0.80352,0.80904,0.55576,1.2158,0.98207,1.25002,0.0001585,0.0001585,0.0001585
87,2087.35,0.62214,0.4354,0.89956,0.7743,0.76833,0.80048,0.54667,1.23799,0.95001,1.27752,0.0001486,0.0001486,0.0001486
88,2109.74,0.61726,0.43497,0.89633,0.72918,0.83578,0.82516,0.5648,1.23397,0.93054,1.24611,0.0001387,0.0001387,0.0001387
89,2135.3,0.60717,0.42796,0.89121,0.7473,0.81525,0.80402,0.55538,1.22887,0.94464,1.25863,0.0001288,0.0001288,0.0001288
90,2158.98,0.61568,0.4378,0.89522,0.78088,0.75073,0.80981,0.55899,1.22693,0.9732,1.25925,0.0001189,0.0001189,0.0001189
91,2323.76,0.52478,0.37561,0.85669,0.73761,0.83261,0.79009,0.54253,1.2181,0.96635,1.26174,0.000109,0.000109,0.000109
92,2343.07,0.49427,0.35641,0.8473,0.76165,0.79472,0.80848,0.55406,1.23222,0.94408,1.25113,9.91e-05,9.91e-05,9.91e-05
93,2362.56,0.47603,0.34299,0.84351,0.7615,0.80059,0.80644,0.55432,1.22709,0.94521,1.26007,8.92e-05,8.92e-05,8.92e-05
94,2386.6,0.47676,0.34334,0.84238,0.74876,0.82698,0.81792,0.55283,1.26487,0.91988,1.29755,7.93e-05,7.93e-05,7.93e-05
95,2408.7,0.46738,0.34069,0.83986,0.75567,0.83445,0.81566,0.55863,1.2343,0.93276,1.27232,6.94e-05,6.94e-05,6.94e-05
96,2432.13,0.46144,0.3346,0.83659,0.78175,0.80059,0.81506,0.56118,1.24468,0.91288,1.28686,5.95e-05,5.95e-05,5.95e-05
97,2455.67,0.44832,0.33177,0.83766,0.77552,0.80037,0.81378,0.56491,1.23985,0.96787,1.28337,4.96e-05,4.96e-05,4.96e-05
98,2476.3,0.45047,0.33187,0.83999,0.78346,0.78517,0.81201,0.56334,1.24533,0.97769,1.29324,3.97e-05,3.97e-05,3.97e-05
99,2496.11,0.45006,0.3322,0.83945,0.80052,0.77673,0.80864,0.56362,1.24401,0.97201,1.28378,2.98e-05,2.98e-05,2.98e-05
100,2518.61,0.43859,0.32523,0.83521,0.79647,0.76887,0.81176,0.56025,1.24061,0.96995,1.28295,1.99e-05,1.99e-05,1.99e-05
